"","token","lemma"
"1085","amputations","amputation"
"1086","amputees","amputee"
"1087","amulets","amulet"
"1088","amused","amuse"
"1089","amusements","amusement"
"1090","amuses","amuse"
"1091","amusing","amuse"
"1092","amygdalae","amygdala"
"1093","amygdalas","amygdala"
"1094","amylases","amylase"
"1095","amyloidoses","amyloidosis"
"1096","amyloids","amyloid"
"1097","amyls","amyl"
"1098","an","a"
"1099","anachronisms","anachronism"
"1100","anacondas","anaconda"
"1101","anaemias","anaemia"
"1102","anaerobes","anaerobe"
"1103","anaesthesias","anaesthesia"
"1104","anaesthesiologists","anaesthesiologist"
"1105","anaesthetics","anaesthetic"
"1106","anaesthetised","anaesthetise"
"1107","anaesthetises","anaesthetise"
"1108","anaesthetising","anaesthetise"
"1109","anaesthetists","anaesthetist"
"1110","anaesthetized","anaesthetize"
"1111","anaesthetizes","anaesthetize"
"1112","anaesthetizing","anaesthetize"
"1113","anagrams","anagram"
"1114","analgesias","analgesia"
"1115","analgesics","analgesic"
"1116","analogies","analogy"
"1117","analogs","analog"
"1118","analogues","analogue"
"1119","analysands","analysand"
"1120","analysed","analyse"
"1121","analysers","analyser"
"1122","analyses","analysis"
"1123","analysing","analyse"
"1124","analysts","analyst"
"1125","analytes","analyte"
"1126","analytical","analytic"
"1127","analyzed","analyze"
"1128","analyzers","analyzer"
"1129","analyzes","analyze"
"1130","analyzing","analyze"
"1131","anapaests","anapaest"
"1132","anaphylaxes","anaphylaxis"
"1133","anarchies","anarchy"
"1134","anarchists","anarchist"
"1135","anastomoses","anastomosis"
"1136","anathemas","anathema"
"1137","anathemata","anathema"
"1138","anatomies","anatomy"
"1139","anatomists","anatomist"
"1140","ancestors","ancestor"
"1141","ancestries","ancestry"
"1142","anchorages","anchorage"
"1143","anchored","anchor"
"1144","anchoresses","anchoress"
"1145","anchoring","anchor"
"1146","anchorites","anchorite"
"1147","anchormen","anchorman"
"1148","anchors","anchor"
"1149","anchovies","anchovy"
"1150","ancients","ancient"
"1151","ancillaries","ancillary"
"1152","andantes","andante"
"1153","androgens","androgen"
"1154","androids","android"
"1155","anecdotes","anecdote"
"1156","anemias","anemia"
"1157","anemometers","anemometer"
"1158","anemones","anemone"
"1159","anesthesias","anesthesia"
"1160","anesthesiologists","anesthesiologist"
"1161","anesthetics","anesthetic"
"1162","anesthetists","anesthetist"
"1163","anesthetized","anesthetize"
"1164","anesthetizes","anesthetize"
"1165","anesthetizing","anesthetize"
"1166","aneuploidies","aneuploidy"
"1167","aneurysms","aneurysm"
"1168","angelfishes","angelfish"
"1169","angelicas","angelica"
"1170","angels","angel"
"1171","angered","anger"
"1172","angering","anger"
"1173","angers","anger"
"1174","anginas","angina"
"1175","angioedemas","angioedema"
"1176","angioedemata","angioedema"
"1177","angiogeneses","angiogenesis"
"1178","angiograms","angiogram"
"1179","angiographies","angiography"
"1180","angiosperms","angiosperm"
"1181","angiotensins","angiotensin"
"1182","angled","angle"
"1183","anglers","angler"
"1184","angles","angle"
"1185","anglicans","anglican"
"1186","anglicised","anglicise"
"1187","anglicises","anglicise"
"1188","anglicising","anglicise"
"1189","anglicized","anglicize"
"1190","anglicizes","anglicize"
"1191","anglicizing","anglicize"
"1192","angling","angle"
"1193","anglings","angling"
"1194","anglo-saxons","anglo-saxon"
"1195","anglophones","anglophone"
"1196","angolans","angolan"
"1197","angoras","angora"
"1198","angrier","angry"
"1199","angriest","angry"
"1200","angstroms","angstrom"
"1201","angularities","angularity"
"1202","angulations","angulation"
"1203","anhydrases","anhydrase"
"1204","anhydrides","anhydride"
"1205","ani","anus"
"1206","anilines","aniline"
"1207","animals","animal"
"1208","animated","animate"
"1209","animates","animate"
"1210","animating","animate"
"1211","animations","animation"
"1212","animators","animator"
"1213","animists","animist"
"1214","animosities","animosity"
"1215","anions","anion"
"1216","anisotropies","anisotropy"
"1217","ankles","ankle"
"1218","anklets","anklet"
"1219","ankylosed","ankylose"
"1220","ankyloses","ankylose"
"1221","ankylosing","ankylose"
"1222","annas","anna"
"1223","annealed","anneal"
"1224","annealing","anneal"
"1225","anneals","anneal"
"1226","annexations","annexation"
"1227","annexed","annex"
"1228","annexes","annex"
"1229","annexing","annex"
"1230","annihilated","annihilate"
"1231","annihilates","annihilate"
"1232","annihilating","annihilate"
"1233","annihilations","annihilation"
"1234","anniversaries","anniversary"
"1235","annotated","annotate"
"1236","annotates","annotate"
"1237","annotating","annotate"
"1238","annotations","annotation"
"1239","annotators","annotator"
"1240","announced","announce"
"1241","announcements","announcement"
"1242","announcers","announcer"
"1243","announces","announce"
"1244","announcing","announce"
"1245","annoyances","annoyance"
"1246","annoyed","annoy"
"1247","annoying","annoy"
"1248","annoys","annoy"
"1249","annualised","annualise"
"1250","annualises","annualise"
"1251","annualising","annualise"
"1252","annuals","annual"
"1253","annuitants","annuitant"
"1254","annuities","annuity"
"1255","annuli","annulus"
"1256","annulled","annul"
"1257","annulling","annul"
"1258","annulments","annulment"
"1259","annuls","annul"
"1260","annuluses","annulus"
"1261","anodes","anode"
"1262","anodised","anodise"
"1263","anodises","anodise"
"1264","anodising","anodise"
"1265","anodized","anodize"
"1266","anodizes","anodize"
"1267","anodizing","anodize"
"1268","anodynes","anodyne"
"1269","anointed","anoint"
"1270","anointing","anoint"
"1271","anoints","anoint"
"1272","anomalies","anomaly"
"1273","anomies","anomie"
"1274","anonymised","anonymise"
"1275","anonymises","anonymise"
"1276","anonymising","anonymise"
"1277","anophthalmias","anophthalmia"
"1278","anoraks","anorak"
"1279","anorexias","anorexia"
"1280","anorexics","anorexic"
"1281","anoxias","anoxia"
"1282","answered","answer"
"1283","answering","answer"
"1284","answers","answer"
"1285","ant-eaters","ant-eater"
"1286","ant-hills","ant-hill"
"1287","antacids","antacid"
"1288","antagonised","antagonise"
"1289","antagonises","antagonise"
"1290","antagonising","antagonise"
"1291","antagonisms","antagonism"
"1292","antagonists","antagonist"
"1293","antagonized","antagonize"
"1294","antagonizes","antagonize"
"1295","antagonizing","antagonize"
"1296","anteaters","anteater"
"1297","antecedents","antecedent"
"1298","antechambers","antechamber"
"1299","anted","ante"
"1300","antedated","antedate"
"1301","antedates","antedate"
"1302","antedating","antedate"
"1303","antelopes","antelope"
"1304","antenatals","antenatal"
"1305","antennae","antenna"
"1306","antennas","antenna"
"1307","anterooms","anteroom"
"1308","antes","ante"
"1309","anthelmintics","anthelmintic"
"1310","anthems","anthem"
"1311","anthers","anther"
"1312","anthocyanins","anthocyanin"
"1313","anthologies","anthology"
"1314","anthraces","anthrax"
"1315","anthracnoses","anthracnose"
"1316","anthracyclines","anthracycline"
"1317","anthropoids","anthropoid"
"1318","anthropologies","anthropology"
"1319","anthropologists","anthropologist"
"1320","anti-abortionists","anti-abortionist"
"1321","anti-biotics","anti-biotic"
"1322","anti-coagulants","anti-coagulant"
"1323","anti-depressants","anti-depressant"
"1324","anti-ds","anti-d"
"1325","anti-emetics","anti-emetic"
"1326","anti-freezes","anti-freeze"
"1327","anti-fungals","anti-fungal"
"1328","anti-heroes","anti-hero"
"1329","anti-histamines","anti-histamine"
"1330","anti-inflammatories","anti-inflammatory"
"1331","anti-malarials","anti-malarial"
"1332","anti-oxidants","anti-oxidant"
"1333","anti-retrovirals","anti-retroviral"
"1334","anti-semites","anti-semite"
"1335","anti-viruses","anti-virus"
"1336","antiarrhythmics","antiarrhythmic"
"1337","antibacterials","antibacterial"
"1338","antibiograms","antibiogram"
"1339","antibiotics","antibiotic"
"1340","antibodies","antibody"
"1341","anticardiolipins","anticardiolipin"
"1342","anticholinergics","anticholinergic"
"1343","anticholinesterases","anticholinesterase"
"1344","anticipated","anticipate"
"1345","anticipates","anticipate"
"1346","anticipating","anticipate"
"1347","anticipations","anticipation"
"1348","anticlimaxes","anticlimax"
"1349","anticoagulants","anticoagulant"
"1350","anticonvulsants","anticonvulsant"
"1351","antics","antic"
"1352","anticses","antics"
"1353","anticyclones","anticyclone"
"1354","antidepressants","antidepressant"
"1355","antidotes","antidote"
"1356","antiemetics","antiemetic"
"1357","antifreezes","antifreeze"
"1358","antifungals","antifungal"
"1359","antigens","antigen"
"1360","antiheroes","antihero"
"1361","antihistamines","antihistamine"
"1362","antihypertensives","antihypertensive"
"1363","antimacassars","antimacassar"
"1364","antimicrobials","antimicrobial"
"1365","anting","ante"
"1366","antinomies","antinomy"
"1367","antioxidants","antioxidant"
"1368","antipathies","antipathy"
"1369","antiplatelets","antiplatelet"
"1370","antipodes","antipode"
"1371","antiprotons","antiproton"
"1372","antipsychotics","antipsychotic"
"1373","antiquarians","antiquarian"
"1374","antiquaries","antiquary"
"1375","antiques","antique"
"1376","antiquities","antiquity"
"1377","antiretrovirals","antiretroviral"
"1378","antis","anti"
"1379","antisenses","antisense"
"1380","antiseptics","antiseptic"
"1381","antisera","antiserum"
"1382","antiserums","antiserum"
"1383","antitheses","antithesis"
"1384","antitoxins","antitoxin"
"1385","antitrypsins","antitrypsin"
"1386","antivirals","antiviral"
"1387","antiviruses","antivirus"
"1388","antlers","antler"
"1389","antonyms","antonym"
"1390","ants","ant"
"1391","anuses","anus"
"1392","anvils","anvil"
"1393","anxieties","anxiety"
"1394","aortae","aorta"
"1395","aortas","aorta"
"1396","apartheids","apartheid"
"1397","apartments","apartment"
"1398","apatites","apatite"
"1399","aped","ape"
"1400","aperitifs","aperitif"
"1401","apertures","aperture"
"1402","apes","ape"
"1403","apexes","apex"
"1404","aphasias","aphasia"
"1405","aphasics","aphasic"
"1406","aphelia","aphelion"
"1407","aphereses","apheresis"
"1408","aphids","aphid"
"1409","aphorisms","aphorism"
"1410","aphrodisiacs","aphrodisiac"
"1411","apiaries","apiary"
"1412","apices","apex"
"1413","aping","ape"
"1414","apneas","apnea"
"1415","apnoeas","apnoea"
"1416","apocalypses","apocalypse"
"1417","apogees","apogee"
"1418","apolipoproteins","apolipoprotein"
"1419","apologiae","apologia"
"1420","apologias","apologia"
"1421","apologies","apology"
"1422","apologised","apologise"
"1423","apologises","apologise"
"1424","apologising","apologise"
"1425","apologists","apologist"
"1426","apologized","apologize"
"1427","apologizes","apologize"
"1428","apologizing","apologize"
"1429","apoplexies","apoplexy"
"1430","apoptoses","apoptosis"
"1431","aporias","aporia"
"1432","apostasies","apostasy"
"1433","apostates","apostate"
"1434","apostatized","apostatize"
"1435","apostatizes","apostatize"
"1436","apostatizing","apostatize"
"1437","apostles","apostle"
"1438","apostleships","apostleship"
"1439","apostolates","apostolate"
"1440","apostrophes","apostrophe"
"1441","apothecaries","apothecary"
"1442","apotheoses","apotheosis"
"1443","appaled","appal"
"1444","appaling","appal"
"1445","appalled","appall"
"1446","appalling","appall"
"1447","appalls","appall"
"1448","appals","appal"
"1449","apparati","apparatus"
"1450","apparatuses","apparatus"
"1451","apparels","apparel"
"1452","apparenter","apparent"
"1453","apparentest","apparent"
"1454","apparitions","apparition"
"1455","appealed","appeal"
"1456","appealing","appeal"
"1457","appeals","appeal"
"1458","appearances","appearance"
"1459","appeared","appear"
"1460","appearing","appear"
"1461","appears","appear"
"1462","appeased","appease"
"1463","appeasements","appeasement"
"1464","appeases","appease"
"1465","appeasing","appease"
"1466","appellants","appellant"
"1467","appellations","appellation"
"1468","appendages","appendage"
"1469","appendectomies","appendectomy"
"1470","appended","append"
"1471","appendicectomies","appendicectomy"
"1472","appendices","appendix"
"1473","appendicitides","appendicitis"
"1474","appending","append"
"1475","appendixes","appendix"
"1476","appends","append"
"1477","appertained","appertain"
"1478","appertaining","appertain"
"1479","appertains","appertain"
"1480","appetisers","appetiser"
"1481","appetites","appetite"
"1482","appetizers","appetizer"
"1483","applauded","applaud"
"1484","applauding","applaud"
"1485","applauds","applaud"
"1486","applauses","applause"
"1487","apples","apple"
"1488","applets","applet"
"1489","appliances","appliance"
"1490","applicabilities","applicability"
"1491","applicants","applicant"
"1492","applications","application"
"1493","applicators","applicator"
"1494","applied","apply"
"1495","applies","apply"
"1496","appliques","applique"
"1497","applying","apply"
"1498","appointed","appoint"
"1499","appointees","appointee"
"1500","appointing","appoint"
"1501","appointments","appointment"
"1502","appoints","appoint"
"1503","apportioned","apportion"
"1504","apportioning","apportion"
"1505","apportionments","apportionment"
"1506","apportions","apportion"
"1507","apposed","appose"
"1508","apposes","appose"
"1509","apposing","appose"
"1510","appositions","apposition"
"1511","appraisals","appraisal"
"1512","appraised","appraise"
"1513","appraisees","appraisee"
"1514","appraisers","appraiser"
"1515","appraises","appraise"
"1516","appraising","appraise"
"1517","appreciated","appreciate"
"1518","appreciates","appreciate"
"1519","appreciating","appreciate"
"1520","appreciations","appreciation"
"1521","apprehended","apprehend"
"1522","apprehending","apprehend"
"1523","apprehends","apprehend"
"1524","apprehensions","apprehension"
"1525","apprenticed","apprentice"
"1526","apprentices","apprentice"
"1527","apprenticeships","apprenticeship"
"1528","apprenticing","apprentice"
