,seq_no,segment,polarity
364,364,Anthropologists did not pass judgement.,0.3539069592952728
365,365,They observed and reported on human variety.,0.5647199749946594
366,366,They celebrated difference.,0.7511367201805115
367,367,What was wicked in Warwickshire was unremarkable in Papua New Guinea.,0.21126316487789154
368,368,"Locally, who was to say what was good or bad?",0.31427016854286194
369,369,Certainly not a colonial power.,0.2380867302417755
370,370,"I derived from my studies some unfortunate conclusions about ethics which led me a few years later to the dock in a county court, accused of conspiring with others to mislead the tax authorities on a grand scale.",0.4447699189186096
371,371,I did not attempt to persuade His Honour that far from his court might be a coconut beach where such conspiracy was respected.,0.5062499642372131
372,372,"Instead, I came to my senses just before I addressed the judge.",0.5960005521774292
373,373,"Morals were real, they were true, good and bad inhered in the nature of things.",0.4479530155658722
374,374,Our actions must be judged on their terms.,0.15068843960762024
375,375,This was what I would assumed before anthropology came along.,0.5620660185813904
376,376,"In quavering, hesitant tones I apologised abjectly to the court and dodged a custodial sentence.",0.5477607250213623
377,377,"When I entered the kitchen in the morning, later than usual, Adam's eyes were open.",0.9423250555992126
378,378,"They were pale blue, flecked with minuscule vertical rods of black.",0.5872748494148254
379,379,"The eyelashes were long and thick, like a child's.",0.3273547291755676
380,380,But his blink mechanism had not yet kicked in.,0.8534735441207886
381,381,"It was set at irregular intervals and adjusted for mood and gestures, and primed to react to the actions and speech of others.",0.8155176639556885
382,382,"Reluctantly, I would read the handbook into the night.",0.34656745195388794
383,383,He was equipped with a blink reflex to protect his eyes from flying objects.,0.5488240122795105
384,384,"At present, his gaze was empty of meaning or intent and therefore unaffecting, as lifeless as the stare of a shop-window mannequin.",0.5172480940818787
385,385,"So far, he was showing none of the fractional movements that warmly typify the human head.",0.3714553415775299
386,386,"Elsewhere, no body language at all.",0.41233396530151367
387,387,"When I felt for the pulse in his wrist, I found nothing--a heartbeat without a pulse.",0.25792187452316284
388,388,"His arm was heavy to lift, resistant at the elbow joint, as though rigor mortis was about to set in.",0.7624703645706177
389,389,I turned my back on him and made coffee.,0.31022483110427856
390,390,Miranda was on my mind.,0.49019813537597656
391,391,Everything had changed.,0.8380578756332397
392,392,Nothing had changed.,0.8143323659896851
393,393,"During my near-sleepless night, I would remembered that she was visiting her father.",0.6593645215034485
394,394,She would have gone straight to Salisbury from her seminar.,0.6795891523361206
395,395,"I saw her on her train from Waterloo, sitting with an unread book on her lap, staring at the rushing landscape, the dip and rise of telephone lines, not thinking of me.",0.7985600233078003
396,396,Or thinking only of me.,0.4955049753189087
397,397,Or recalling a boy at her seminar who'd tried to out-stare her.,0.5304394960403442
398,398,I watched the TV news on my phone.,0.5047484040260315
399,399,A brilliant mosaic in sound and sparkling seaside light.,0.8657673001289368
400,400,Portsmouth.,0.5498669743537903
401,401,The Task Force ready to depart.,0.711903989315033
402,402,"Most of the country was in a dream-theatre, in historical dress.",0.7398163080215454
403,403,Late medieval.,0.6539737582206726
404,404,Seventeenth century.,0.476513147354126
405,405,Early nineteenth.,0.8039458990097046
406,406,"Ruffs, hose, hooped skirts, powdered wigs, eyepatch, wooden legs.",0.5284643173217773
407,407,Accuracy was unpatriotic.,0.1245923563838005
408,408,"Historically, we were special and the fleet was bound for success.",0.24733228981494904
409,409,"TV and press encouraged a vague collective memory of enemies defeated-- the Spanish, the Dutch, the Germans twice this century, the French from Agincourt to Waterloo.",0.3525097370147705
410,410,A fly-past by fighter jets.,0.6010576486587524
411,411,"A young man in combat gear, fresh out of Sandhurst, narrowed his eyes as he told an interviewer of the difficulties ahead.",0.3353721797466278
412,412,A superior officer spoke of his men's unshakeable resolve.,0.3351312577724457
413,413,"I was moved, even as I disliked it.",0.7987069487571716
414,414,"When a massed band of Highland pipers marched towards their ship's gangplank, my spirits swelled.",0.45153236389160156
415,415,"Then back to the studio for charts, arrows, logistics, objectives, sane voices in agreement.",0.5608102083206177
416,416,For diplomatic moves.,0.7801322937011719
417,417,For the prime minister in her trim blue suit on the steps of Downing Street.,0.7542513012886047
418,418,"I warmed to it, even though I often declared myself against it all.",0.8209835290908813
419,419,I loved my country.,0.5600796937942505
420,420,"What a venture, what wild courage.",0.615994393825531
421,421,Eight thousand miles.,0.7024713754653931
422,422,What decent people putting their lives at risk.,0.39295533299446106
423,423,"I took a second coffee next door, made the bed to give the room the appearance of a workplace, and sat down to reflect a while on the state of the world's markets.",0.6195906400680542
424,424,The prospect of war had sent the FTSE down a further one per cent.,0.41703569889068604
425,425,"Still in patriotic mood, I assumed an Argie defeat and took a position on a toy and novelty group that made Union Jacks on sticks for people to wave.",0.7493194937705994
426,426,"I also invested in two champagne importers, and bet on a big recovery generally.",0.49963751435279846
427,427,Merchant-navy ships had been requisitioned to transport troops to the South Atlantic.,0.5803993940353394
428,428,A friend who worked in asset management in the City told me that his company was predicting that some would be sunk.,0.3708655536174774
429,429,It made sense to short the major players in the insurance markets and invest in South Korean shipbuilders.,0.6120787858963013
430,430,I was in no mood for such cynicism.,0.3428177535533905
431,431,"My desktop computer, bought second-hand from a Brixton junk shop, dated from the mid-sixties and was slow.",0.6602270007133484
432,432,It took me an hour to arrange the position on the flag-maker.,0.5093296766281128
433,433,I would have been quicker if I would had my thoughts under control.,0.514970064163208
434,434,"When I was not thinking about Miranda and listening out for her footsteps in the flat above me, I was thinking about Adam and whether I should sell him off or start making decisions about his personality.",0.7453438639640808
435,435,I sold sterling and thought more about Adam.,0.2514486312866211
436,436,I bought gold and thought again about Miranda.,0.2218431830406189
437,437,I sat on the lavatory and wondered about Swiss francs.,0.6794686913490295
438,438,Over a third coffee I asked myself what else a victorious nation might spend its money on.,0.3234262764453888
439,439,Beef.,0.4714948534965515
440,440,Pubs.,0.6295433044433594
441,441,I V sets.,0.5068978071212769
442,442,"I took positions on all three and felt virtuous, a part of the war effort.",0.7107263803482056
443,443,Soon it was time for lunch.,0.637371301651001
444,444,I sat facing Adam again while I ate a cheese and pickle sandwich.,0.6006346940994263
445,445,Any further signs of life?,0.5990345478057861
446,446,Not at first glance.,0.6932001709938049
